"","idclient","idticket","Date","Montant","Points"
"22364",1796201,130100000000,2013-08-16 11:47:47,102.04,17
"22365",1796201,130100000000,2013-08-17 12:32:01,8.1,1
"22366",1796201,130400000000,2013-09-29 11:32:34,18.95,3
"22367",1796231,440400000000,2010-04-19 18:54:32,123.58,17
"22368",1796231,440500000000,2010-05-09 18:21:47,86,12
"22369",1796249,400200000000,2010-04-19 18:23:59,76.41,10
"22370",1796249,400100000000,2010-05-02 14:42:24,58.65,8
"22371",1796249,400100000000,2010-09-16 15:08:00,83.5,11
"22372",1796249,400300000000,2010-10-31 17:02:03,34.74,4
"22373",1796249,400500000000,2010-11-07 16:57:09,39.48,5
"22374",1796249,400500000000,2011-03-26 18:29:05,25.53,4
"22375",1796249,400200000000,2011-05-14 11:41:35,22.2,5
"22376",1796249,400100000000,2011-05-22 16:24:20,33.85,5
"22377",1796249,400200000000,2011-11-14 16:47:14,24.85,4
"22378",1796249,400400000000,2012-02-25 16:53:00,6.64,1
"22379",1796280,450600000000,2010-04-19 18:11:53,110.61,15
"22380",1796280,450600000000,2010-04-23 16:30:56,40.9,5
"22381",1796280,450700000000,2010-04-28 17:28:26,64.65,9
"22382",1796280,450500000000,2010-07-16 16:03:21,91.4,13
"22383",1796280,450500000000,2010-07-16 16:13:13,-22.55,0
"22384",1796280,450300000000,2011-03-18 17:07:03,26.03,6
"22385",1796280,450200000000,2011-04-02 14:23:32,57.57,10
"22386",1796280,500100000000,2013-03-16 17:39:22,101.85,16
"22387",1796280,450300000000,2013-06-11 11:00:15,177.81,29
"22388",1796280,450300000000,2013-06-11 11:01:55,78.37,13
"22389",1796280,500100000000,2013-06-13 10:39:02,50.37,8
"22390",1796280,500100000000,2013-06-18 11:26:26,23.25,3
"22391",1796280,500100000000,2013-06-20 11:46:58,15,2
"22392",1796280,450500000000,2013-09-16 15:25:50,23.8,6
"22393",1796280,500100000000,2013-11-06 15:47:16,44.21,7
"22394",1796280,500100000000,2013-12-03 10:05:02,20.55,3
"22395",1796280,500100000000,2013-12-13 16:29:23,33.45,5
"22396",1796365,520100000000,2010-04-20 10:35:01,136.72,19
"22397",1796365,520100000000,2010-04-24 15:43:29,78.45,11
"22398",1796365,520400000000,2010-05-15 10:41:54,41.75,5
"22399",1796365,520400000000,2010-05-15 10:45:03,0,0
"22400",1796365,520100000000,2010-05-16 16:51:53,-5.95,0
"22401",1796365,520100000000,2010-07-18 10:45:58,24.05,3
"22402",1796365,520400000000,2011-05-10 16:03:43,98.21,20
"22403",1796365,520400000000,2011-06-17 16:40:13,121.01,34
"22404",1796365,520100000000,2011-08-08 14:45:49,109.1,25
"22405",1796365,520200000000,2012-03-27 16:08:31,92.15,24
"22406",1796365,520400000000,2012-05-05 18:15:37,68.44,11
"22407",1796365,520100000000,2012-05-09 16:14:07,81.25,13
"22408",1796365,520100000000,2013-06-25 16:04:17,110.93,20
"22409",1796369,310300000000,2010-04-20 10:23:45,74.94,10
"22410",1796383,60200122795,2010-04-20 10:35:00,141.82,20
"22411",1796417,110100000000,2010-04-20 11:03:55,75.3,10
"22412",1796417,110300000000,2010-04-24 11:14:50,53.53,7
"22413",1796417,110100000000,2010-06-27 17:17:09,35.79,5
"22414",1796417,110100000000,2010-11-15 10:15:58,33.6,4
"22415",1796426,160300000000,2010-04-20 10:59:13,111.81,15
"22416",1796426,160500000000,2010-05-22 12:10:57,176.5,25
"22417",1796426,160100000000,2010-11-10 17:16:34,53.76,7
"22418",1796426,160400000000,2010-12-07 15:31:49,35.86,5
"22419",1796426,160200000000,2011-01-14 15:18:08,23.1,3
"22420",1796426,160700000000,2011-05-07 12:17:35,167.31,27
"22421",1796426,160200000000,2011-05-12 15:01:36,26.7,4
"22422",1796426,160400000000,2011-10-15 12:17:02,85.65,14
"22423",1796426,160300000000,2012-04-20 18:03:55,280.26,46
"22424",1796426,160100000000,2012-05-03 18:47:06,71.71,11
"22425",1796426,160500000000,2012-06-10 10:05:05,53.24,0
"22426",1796434,280100000000,2010-04-20 11:10:29,122.49,17
"22427",1796434,280100000000,2010-05-02 12:33:44,33.9,4
"22428",1796434,280100000000,2010-06-27 11:38:17,63.55,9
"22429",1796434,281200000000,2010-07-24 11:47:46,-13.5,0
"22430",1796434,280200000000,2010-07-24 12:15:05,38.95,5
"22431",1796434,280400000000,2010-09-25 16:28:31,32.1,4
"22432",1796434,280200000000,2010-11-06 11:21:44,35.38,5
"22433",1796434,280100000000,2011-02-13 17:29:06,14.9,2
"22434",1796438,300100000000,2010-04-20 10:02:51,84.72,12
"22435",1796438,300100000000,2010-04-20 10:06:53,0,0
"22436",1796457,990100000000,2010-04-20 11:30:06,140.75,20
"22437",1796474,420500000000,2010-04-20 11:28:07,229.97,32
"22438",1796474,420400000000,2010-08-13 10:57:46,21.2,3
"22439",1796474,420500000000,2010-12-07 15:44:27,19.9,2
"22440",1796474,420300000000,2011-04-20 14:57:04,138.69,23
"22441",1796474,420200000000,2012-05-17 11:14:42,115.15,19
"22442",1796474,420400000000,2012-06-07 16:55:52,53.32,8
"22443",1796474,420300000000,2012-06-23 11:15:11,44.95,7
"22444",1796501,200500000000,2010-04-20 11:51:24,27.4,3
"22445",1796501,200100000000,2010-04-23 17:26:49,9.95,1
"22446",1796501,200300000000,2010-05-17 16:23:34,30.7,4
"22447",1796501,200500000000,2010-09-19 15:55:15,87.34,12
"22448",1796501,200400000000,2010-10-12 17:10:36,4.71,0
"22449",1796501,200100000000,2011-02-17 10:20:50,14.95,2
"22450",1796501,200500000000,2011-05-22 18:34:38,14.4,0
"22451",1796507,300200000000,2010-04-20 11:58:05,108.75,15
"22452",1796512,390400000000,2010-04-20 12:02:42,152.38,21
"22453",1796512,390300000000,2010-04-21 12:40:47,56.9,8
"22454",1796512,160100000000,2010-04-27 14:39:33,22.14,3
"22455",1796512,160200000000,2010-04-28 16:37:37,23.35,3
"22456",1796512,160400000000,2010-04-29 13:43:09,22.25,3
"22457",1796512,390400000000,2010-04-29 17:12:11,18.45,2
"22458",1796512,390300000000,2010-05-11 10:50:16,18,2
"22459",1796512,170400000000,2010-05-24 16:46:26,19.95,2
"22460",1796512,450300000000,2010-05-25 13:47:04,21.75,3
"22461",1796512,450300000000,2010-05-25 13:48:04,19.29,2
"22462",1796512,390100000000,2010-05-25 17:49:03,61.55,8
"22463",1796512,390400000000,2010-05-29 09:49:18,82.45,11
"22464",1796512,390100000000,2010-06-11 16:13:43,9.05,1
"22465",1796512,390100000000,2010-06-18 09:29:14,39.9,5
"22466",1796512,390300000000,2010-06-24 17:17:49,51.33,7
"22467",1796512,390200000000,2010-06-28 16:00:10,31.85,4
"22468",1796512,390100000000,2010-07-03 09:09:54,260.6,37
"22469",1796512,160100000000,2010-07-20 14:34:17,20.41,2
"22470",1796512,390100000000,2010-08-11 14:25:40,13.2,1
"22471",1796512,390200000000,2010-10-01 17:39:32,38.5,5
"22472",1796512,160200000000,2010-10-20 16:42:53,69.95,9
"22473",1796512,390100000000,2010-10-29 16:03:15,21.85,3
"22474",1796512,390200000000,2011-02-07 15:49:14,29.95,4
"22475",1796512,390100000000,2011-03-20 17:14:34,125.45,20
"22476",1796512,390100000000,2011-03-20 17:22:14,-41.45,0
"22477",1796512,390400000000,2011-05-21 12:12:52,65.94,15
"22478",1796512,390400000000,2011-05-28 09:54:48,10.35,1
"22479",1796512,390200000000,2011-05-29 14:45:49,24.88,5
"22480",1796512,390100000000,2011-05-31 09:21:20,41.95,8
"22481",1796512,390200000000,2011-06-01 12:01:02,37.57,6
"22482",1796512,390200000000,2011-06-25 15:53:23,9.9,1
"22483",1796512,390200000000,2011-07-03 17:27:06,83.95,14
"22484",1796512,160300000000,2011-07-26 12:35:54,7.84,1
"22485",1796512,390300000000,2012-04-20 16:06:47,29.1,4
"22486",1796512,390400000000,2012-05-04 16:22:20,22.68,3
"22487",1796512,390200000000,2012-05-05 15:26:11,2.99,0
"22488",1796512,390300000000,2012-05-15 16:50:25,107.33,19
"22489",1796512,160100000000,2012-05-16 13:26:57,5.5,1
"22490",1796512,390300000000,2012-05-23 18:17:43,11.9,1
"22491",1796512,390300000000,2012-05-23 18:18:48,35.35,5
"22492",1796512,390400000000,2012-05-24 17:35:56,85.82,15
"22493",1796512,390100000000,2012-05-27 12:18:24,12.98,2
"22494",1796512,390300000000,2012-05-31 16:19:19,36.04,6
"22495",1796512,390300000000,2012-06-03 12:23:18,65.5,10
"22496",1796512,390300000000,2012-08-04 16:37:22,8.5,1
"22497",1796512,390200000000,2012-08-17 17:21:58,14.9,2
"22498",1796512,390100000000,2012-11-13 17:13:54,35,5
"22499",1796512,390200000000,2012-12-22 17:51:58,19.45,3
"22500",1796512,390200000000,2013-03-14 10:03:54,84.03,14
"22501",1796512,390200000000,2013-03-16 11:38:09,9.95,3
"22502",1796512,390200000000,2013-03-26 16:40:30,71.13,15
"22503",1796512,390300000000,2013-04-15 17:43:21,35.33,6
"22504",1796512,390400000000,2013-04-24 18:49:20,10.95,1
"22505",1796512,390200000000,2013-05-14 09:11:13,20.73,3
"22506",1796512,390400000000,2013-05-18 18:30:53,5.98,0
"22507",1796512,390100000000,2013-06-10 16:54:10,4.95,1
"22508",1796512,390200000000,2013-06-17 17:14:35,13.5,2
"22509",1796512,160100000000,2013-07-18 12:21:42,30.87,5
"22510",1796512,160200000000,2013-07-18 12:49:25,7.91,1
"22511",1796512,390100000000,2013-09-19 16:34:15,8.5,1
"22512",1796592,60200122889,2010-04-20 14:04:35,50.4,7
"22513",1796592,60200124159,2010-04-26 13:14:50,5.95,0
"22514",1796592,60200136560,2010-07-07 17:14:02,38.61,5
"22515",1796592,60100127205,2010-08-25 14:27:24,7.95,1
"22516",1796592,60300078856,2010-10-16 17:04:28,25.29,3
"22517",1796592,60300089335,2011-03-11 13:40:50,14.47,2
"22518",1796592,60200223231,2012-01-15 13:59:31,57.76,9
"22519",1796592,60300155310,2012-05-03 13:45:01,24.44,6
"22520",1796592,60200242451,2012-05-06 12:42:44,34.5,5
"22521",1796592,61500009959,2012-05-08 15:53:03,-9.95,0
"22522",1796592,60300156580,2012-05-08 16:35:33,39.49,6
"22523",1796592,61500010082,2012-05-11 17:02:30,-1.95,0
"22524",1796592,60500088270,2012-05-11 17:39:46,6.65,1
"22525",1796592,61500011476,2012-06-28 13:34:00,54.95,9
"22526",1796642,340300000000,2010-04-20 15:00:01,82.22,11
"22527",1796642,1000100000000,2010-07-08 17:15:01,9.9,1
"22528",1796643,410400000000,2010-04-20 15:03:49,33.24,4
"22529",1796656,531500000000,2010-04-20 15:11:13,7.5,1
"22530",1796656,530200000000,2010-12-24 14:01:28,19.95,2
"22531",1796731,260400000000,2010-04-20 15:55:21,66.18,9
"22532",1796731,260100000000,2010-05-04 17:55:27,17.98,2
"22533",1796731,260100000000,2010-05-18 11:41:35,9,1
"22534",1796731,260100000000,2011-04-23 17:52:28,13.9,2
"22535",1796818,500100000000,2010-04-20 16:51:17,0,0
"22536",1796818,500200000000,2010-05-08 10:46:22,96.3,13
"22537",1796818,500100000000,2010-05-18 18:03:04,42.15,6
"22538",1796818,500100000000,2010-05-25 16:23:44,123.55,17
"22539",1796818,500100000000,2010-11-09 17:35:05,23.9,3
"22540",1796818,500100000000,2013-04-05 18:29:20,16.95,2
"22541",1796818,500100000000,2013-04-13 10:28:24,94.4,15
"22542",1796818,500200000000,2013-05-14 16:46:35,52.38,8
"22543",1796818,500100000000,2013-05-27 18:42:52,63.26,13
"22544",1796818,500200000000,2013-06-08 11:30:22,57.03,11
"22545",1796818,500100000000,2013-08-29 18:47:23,25.45,4
"22546",1796818,500100000000,2013-09-04 18:50:11,175,29
"22547",1796818,500100000000,2013-10-01 17:13:30,6.5,1
"22548",1796870,210100000000,2010-04-20 17:13:43,115.86,16
"22549",1796870,210100000000,2010-05-28 17:47:33,33.09,4
"22550",1796870,210200000000,2010-11-05 15:13:22,8.75,1
"22551",1796870,210100000000,2011-04-29 11:27:22,31.35,5
"22552",1796870,210300000000,2011-05-10 11:22:46,23.45,0
"22553",1796870,210200000000,2011-06-20 16:49:05,5.6,0
"22554",1796887,200500000000,2010-04-20 17:19:03,90.61,12
"22555",1796887,200400000000,2010-05-30 14:40:41,12.95,1
"22556",1796929,50600039029,2010-04-20 17:54:01,143.72,20
"22557",1796929,50400009847,2010-05-19 11:51:54,67.85,9
"22558",1796929,50300062686,2010-05-28 11:44:50,22.5,3
"22559",1796929,50200144376,2010-12-03 16:37:28,73.84,10
"22560",1796929,50600098662,2011-03-25 09:43:00,236.46,39
"22561",1796929,50200166616,2011-05-09 12:04:54,167.59,27
"22562",1796929,50600108848,2011-05-21 14:35:32,8.45,1
"22563",1796929,50300087934,2011-06-07 18:21:33,2.95,0
"22564",1796929,50600117809,2011-07-11 10:51:31,13.4,3
"22565",1796929,50600144626,2011-12-10 16:53:46,129.65,21
"22566",1796929,50200198566,2011-12-21 16:50:50,72.5,12
"22567",1796953,390100000000,2010-04-20 18:01:41,276.55,39
"22568",1796953,390100000000,2010-04-28 14:04:52,60.44,8
"22569",1796953,390100000000,2010-06-02 10:37:49,20.75,2
"22570",1796953,390300000000,2010-06-23 18:22:57,33.88,4
"22571",1796953,390300000000,2010-07-26 15:00:30,14.39,2
"22572",1796953,390100000000,2010-10-23 10:58:41,62.3,8
"22573",1796953,390300000000,2010-12-05 17:42:43,35.15,5
"22574",1796953,390300000000,2011-03-12 15:33:08,18.8,3
"22575",1796953,390100000000,2011-03-25 18:50:07,73.1,12
"22576",1796953,390100000000,2011-03-30 18:51:24,9.4,1
"22577",1796953,390100000000,2011-04-06 09:20:40,81.86,14
"22578",1796953,390200000000,2011-04-25 11:16:07,57.55,9
"22579",1796953,390100000000,2011-04-29 16:49:03,32.5,5
"22580",1796953,390100000000,2011-04-30 11:39:46,83.8,13
"22581",1796953,390100000000,2011-05-28 11:57:49,34.45,5
"22582",1796953,390300000000,2012-05-02 16:40:36,40.8,7
"22583",1796953,390300000000,2012-05-13 14:38:29,32.39,5
"22584",1796972,1040100000000,2010-04-20 18:12:39,99.05,14
"22585",1796972,730600000000,2010-05-20 12:05:36,45.3,6
"22586",1796972,730600000000,2010-05-31 11:57:40,139.6,19
"22587",1796972,730200000000,2010-06-29 16:34:30,29.66,4
"22588",1796972,1040200000000,2011-01-20 16:23:43,5.95,0
"22589",1796972,730600000000,2011-02-22 11:04:40,13.2,2
"22590",1796972,1040100000000,2011-03-26 17:07:03,41.3,13
"22591",1796972,60200180731,2011-04-22 15:12:50,128.8,38
"22592",1796972,730100000000,2011-05-12 16:27:53,37.85,6
"22593",1796972,60200187909,2011-05-31 14:38:42,4.95,0
"22594",1796972,730100000000,2011-06-09 15:32:44,16.95,2
"22595",1796972,730100000000,2011-06-23 14:51:29,41.49,12
"22596",1796972,730600000000,2011-07-09 11:27:55,13.2,2
"22597",1796972,730100000000,2011-07-15 18:52:04,7.09,1
"22598",1796972,1040100000000,2011-10-19 10:59:56,22.24,3
"22599",1796972,730600000000,2011-12-16 10:18:26,6.9,1
"22600",1796972,60200243060,2012-05-09 14:44:58,95.18,25
"22601",1796972,1040200000000,2012-08-14 11:37:21,30.45,8
"22602",1796972,61500013166,2012-09-19 12:13:10,-59,0
"22603",1796972,60200263029,2012-09-19 12:27:16,57.1,19
"22604",1796972,60500102709,2012-12-12 16:08:14,91.05,15
"22605",1796984,440200000000,2010-04-20 18:13:54,123.27,17
"22606",1796996,270200000000,2010-04-20 18:18:18,48.45,6
"22607",1796996,270200000000,2010-05-07 11:17:55,9.95,1
"22608",1796996,270100000000,2010-07-30 11:02:26,20.93,2
"22609",1796996,270100000000,2010-09-20 10:34:28,3.4,0
"22610",1796996,270100000000,2010-09-24 11:08:14,6.95,0
"22611",1796996,270100000000,2010-11-09 14:53:32,30.95,4
"22612",1796996,270100000000,2011-01-04 16:01:32,7.95,1
"22613",1796996,270100000000,2011-02-10 17:18:29,14.95,4
"22614",1796996,270100000000,2011-02-24 18:25:06,9.95,1
"22615",1796996,270100000000,2011-03-15 16:44:14,74.16,13
"22616",1796996,270200000000,2011-04-04 18:01:56,6.75,1
"22617",1796996,270100000000,2011-05-31 11:19:44,40.19,6
"22618",1796996,270100000000,2011-10-21 15:37:47,1.9,0
"22619",1796996,270100000000,2012-03-15 11:18:37,16.95,2
"22620",1796996,270200000000,2012-03-17 14:35:48,12.3,2
"22621",1796996,270100000000,2012-03-19 15:03:56,39.4,7
"22622",1796996,270100000000,2012-03-23 10:48:06,12.3,2
"22623",1796996,270200000000,2012-03-31 16:38:06,10.1,1
"22624",1796996,270100000000,2012-04-07 10:46:47,21.95,3
"22625",1796996,300100000000,2012-04-28 14:33:29,93.6,15
"22626",1796996,270100000000,2012-05-05 16:10:43,57.4,9
"22627",1796996,270100000000,2012-05-16 09:38:08,12.95,2
"22628",1796996,270100000000,2012-07-17 15:16:30,14.95,2
"22629",1796996,270200000000,2012-10-06 16:54:58,9.98,1
"22630",1796996,270100000000,2013-01-25 10:47:50,26.9,4
"22631",1796996,270200000000,2013-03-22 15:11:56,104.66,17
"22632",1796996,270200000000,2013-06-14 11:46:14,20.37,3
"22633",1797029,170400000000,2010-04-20 18:45:06,190.13,27
"22634",1797029,170500000000,2013-04-21 16:18:42,126.45,21
"22635",1797029,170200000000,2013-06-10 09:09:14,31.9,5
"22636",1797067,290800000000,2010-04-20 19:28:19,81.8,11
"22637",1797067,290500000000,2010-04-25 11:23:51,61.97,8
"22638",1797067,290500000000,2010-11-01 16:34:05,18.4,2
"22639",1797067,290300000000,2010-11-11 17:23:21,52.47,7
"22640",1797067,290500000000,2011-11-11 10:54:35,19.95,3
"22641",1797097,420200000000,2010-04-21 10:08:20,39,5
"22642",1797097,420500000000,2010-05-01 15:02:33,46.6,6
"22643",1797097,420200000000,2010-05-21 12:41:24,69.9,9
"22644",1797097,420400000000,2010-06-30 15:47:32,90.75,12
"22645",1797097,420400000000,2010-07-16 15:07:13,23.3,3
"22646",1797097,420200000000,2010-07-27 13:35:45,23.3,3
"22647",1797097,420400000000,2010-08-30 14:44:02,23.3,3
"22648",1797152,530300000000,2010-04-21 10:46:51,34.5,4
"22649",1797152,530700000000,2010-10-09 17:17:29,12.55,1
"22650",1797152,530400000000,2010-10-28 17:56:31,21.98,3
"22651",1797152,530100000000,2011-02-13 11:18:01,14.95,2
"22652",1797163,650300000000,2010-04-21 10:56:38,111.85,15
"22653",1797163,650100000000,2010-11-17 11:39:18,66.6,9
"22654",1797163,650100000000,2011-02-12 10:51:31,24.95,4
"22655",1797163,650100000000,2011-03-31 15:04:45,16.85,3
"22656",1797164,180200000000,2010-04-21 10:47:27,191.17,27
"22657",1797164,180300000000,2010-04-22 09:43:56,-48.96,0
"22658",1797164,180300000000,2010-06-14 10:50:42,2.9,0
"22659",1797164,180300000000,2010-10-11 17:01:50,83.1,11
"22660",1797164,180200000000,2011-05-02 18:20:49,16.92,2
"22661",1797164,180300000000,2011-10-17 16:56:26,26.4,4
"22662",1797164,180200000000,2012-03-17 14:44:08,4.25,1
"22663",1797164,180300000000,2012-05-14 18:48:13,22.5,3
"22664",1797175,340200000000,2010-04-21 10:55:20,67.66,9
"22665",1797175,340300000000,2010-05-14 16:13:48,72.84,10
"22666",1797175,340200000000,2011-04-20 16:50:20,33.4,5
"22667",1797180,960100000000,2010-04-21 11:00:28,55.65,7
"22668",1797180,960300000000,2010-05-02 18:31:01,34.3,4
"22669",1797180,960100000000,2010-05-08 18:34:18,47.9,6
"22670",1797180,960100000000,2010-05-15 15:10:12,41.6,5
"22671",1797180,960100000000,2010-05-27 19:07:27,8.4,1
"22672",1797180,960300000000,2010-06-14 10:08:39,22.85,3
"22673",1797180,960300000000,2010-07-03 15:43:22,3.45,0
"22674",1797180,960100000000,2010-09-26 16:18:44,20.15,2
"22675",1797180,960600000000,2010-09-29 18:15:07,19.9,2
"22676",1797180,960100000000,2010-10-12 14:15:55,27.7,3
"22677",1797180,960600000000,2010-10-19 18:29:11,15.9,2
"22678",1797180,960700000000,2010-10-30 10:48:36,57.35,8
"22679",1797180,960600000000,2010-11-01 17:24:23,14.4,2
"22680",1797180,960600000000,2010-11-09 18:05:11,27.79,3
"22681",1797180,960100000000,2010-11-10 10:10:08,8.2,1
"22682",1797180,960100000000,2010-11-11 11:13:38,6.9,0
"22683",1797180,960600000000,2010-11-11 16:56:55,22.6,3
"22684",1797180,960600000000,2010-11-11 16:58:58,18.5,2
"22685",1797180,960600000000,2010-11-12 10:19:40,1.1,0
"22686",1797180,960700000000,2010-11-27 17:36:32,15.5,2
"22687",1797180,960100000000,2010-12-03 18:25:01,43.43,6
"22688",1797180,960700000000,2010-12-05 14:49:48,7.3,1
"22689",1797180,960700000000,2010-12-05 14:51:42,14.75,2
"22690",1797180,960600000000,2010-12-07 17:16:29,5.1,0
"22691",1797180,960100000000,2011-02-03 16:18:04,7,1
"22692",1797180,960600000000,2011-02-20 11:27:34,8.27,1
"22693",1797180,960600000000,2011-02-25 18:03:46,25.96,4
"22694",1797180,960600000000,2011-03-14 16:20:46,9.1,1
"22695",1797180,960500000000,2011-03-25 18:31:07,31.68,5
"22696",1797180,960100000000,2011-03-29 15:29:21,14.75,2
"22697",1797180,960600000000,2011-04-10 12:11:23,27.45,4
"22698",1797180,960600000000,2011-04-15 16:07:54,42.5,7
"22699",1797180,961500000000,2011-04-17 09:46:43,35.85,5
"22700",1797180,960600000000,2011-04-20 14:32:07,1.95,0
"22701",1797180,961500000000,2011-04-27 17:03:11,24.3,4
"22702",1797180,960500000000,2011-05-02 16:24:01,40.25,6
"22703",1797180,960500000000,2011-05-15 16:40:17,9.95,1
"22704",1797180,960100000000,2011-06-24 11:03:58,28.7,4
"22705",1797180,961500000000,2011-06-24 17:49:47,44.13,7
"22706",1797258,170200000000,2010-04-21 11:44:07,143.93,20
"22707",1797258,170400000000,2010-05-19 09:45:03,26.19,3
"22708",1797258,170200000000,2010-06-02 11:50:29,41.3,5
"22709",1797258,170100000000,2010-07-15 12:59:00,48.6,6
"22710",1797258,170300000000,2010-08-02 18:34:33,28.32,4
"22711",1797289,80500038052,2010-04-21 12:00:14,170.8,24
"22712",1797304,510200000000,2010-04-21 11:52:52,106.39,15
"22713",1797304,510200000000,2010-04-21 11:58:12,15.87,2
"22714",1797304,510100000000,2010-04-24 16:48:52,252.55,36
"22715",1797304,510100000000,2010-05-16 12:20:33,137.6,19
"22716",1797304,510200000000,2010-05-21 13:11:02,31.6,4
"22717",1797304,510200000000,2010-08-22 12:09:20,49.25,7
"22718",1797304,510200000000,2010-11-14 12:24:20,29.85,4
"22719",1797304,510200000000,2010-12-13 12:12:29,178.39,25
"22720",1797304,510100000000,2011-01-09 12:01:14,15.75,2
"22721",1797304,510100000000,2011-01-16 18:47:15,5.89,0
"22722",1797304,510200000000,2011-01-29 14:08:18,30.44,4
"22723",1797304,510200000000,2011-02-12 16:35:12,6.4,1
"22724",1797304,510200000000,2011-03-06 12:31:15,38.45,6
"22725",1797304,510300000000,2011-03-20 11:13:47,97.36,20
"22726",1797304,510100000000,2011-04-17 11:34:45,132.7,28
"22727",1797304,510300000000,2011-06-13 15:15:21,20.68,0
"22728",1797304,510200000000,2011-07-03 16:18:48,63.25,19
"22729",1797304,510300000000,2011-10-02 11:00:04,23,3
"22730",1797304,510200000000,2011-10-30 16:13:51,80.45,22
"22731",1797304,510100000000,2011-11-13 15:22:47,23.15,3
"22732",1797304,510200000000,2011-11-27 11:23:10,29.21,4
"22733",1797304,510200000000,2011-12-23 15:14:34,35.75,5
"22734",1797304,510300000000,2012-05-06 12:09:27,27.93,5
"22735",1797304,510300000000,2012-05-18 12:27:55,60.55,12
"22736",1797304,510300000000,2012-05-18 12:30:41,17.35,4
"22737",1797304,510100000000,2012-06-24 11:55:22,26.6,4
"22738",1797304,510200000000,2012-07-26 16:04:46,3.2,1
"22739",1797304,510200000000,2012-07-27 18:31:48,10.6,1
"22740",1797304,510200000000,2012-07-29 11:55:36,8.42,1
"22741",1797304,510200000000,2013-04-13 15:07:19,55.11,9
"22742",1797304,510300000000,2013-04-21 11:57:03,133.78,23
"22743",1797304,510200000000,2013-05-04 11:21:12,89.2,14
"22744",1797304,510200000000,2013-05-06 14:07:02,58.19,9
"22745",1797304,510100000000,2013-05-15 16:27:56,158.89,28
"22746",1797304,510200000000,2013-05-19 16:24:10,97.15,15
"22747",1797318,340200000000,2010-04-21 11:50:18,88.18,12
"22748",1797319,340200000000,2010-04-21 12:12:10,7.5,1
"22749",1797319,340100000000,2010-04-21 15:52:11,189.7,27
"22750",1797319,340200000000,2010-07-24 10:50:11,28.8,4
"22751",1797319,340200000000,2010-10-08 14:55:30,14.85,2
"22752",1797319,340200000000,2011-03-11 12:36:38,50.67,8
"22753",1797319,340200000000,2011-03-24 15:25:18,22.95,3
"22754",1797319,340100000000,2011-05-27 10:58:45,9.8,0
"22755",1797319,340100000000,2011-07-01 18:36:11,76.18,12
"22756",1797319,340300000000,2012-05-07 14:41:23,81.9,13
"22757",1797319,340100000000,2012-07-06 09:41:11,24.97,4
"22758",1797345,400200000000,2010-04-21 12:34:43,260.27,37
"22759",1797345,400200000000,2010-04-21 12:39:26,23.9,3
"22760",1797345,400100000000,2010-05-12 16:12:30,578.3,82
"22761",1797345,401400000000,2010-06-12 11:42:21,27.82,3
"22762",1797475,530100000000,2010-04-21 15:07:19,184.39,26
"22763",1797475,440100000000,2010-10-15 17:02:32,29.5,4
"22764",1797475,440400000000,2011-04-10 18:00:25,118.8,37
"22765",1797475,440400000000,2011-08-07 14:31:03,97.82,27
"22766",1797475,530200000000,2012-06-08 16:17:19,20.85,6
"22767",1797503,210100000000,2010-04-21 15:23:07,37.4,5
"22768",1797503,210100000000,2010-07-26 10:52:46,1.6,0
"22769",1797503,210100000000,2011-03-06 16:16:10,4.9,0
"22770",1797503,210100000000,2011-04-19 17:29:33,14.7,2
"22771",1797503,210100000000,2011-04-19 17:30:32,47.65,7
"22772",1797503,210200000000,2011-06-10 17:17:36,19.7,0
"22773",1797512,350600000000,2010-04-21 15:28:27,75.15,10
"22774",1797512,350500000000,2010-05-28 18:36:51,4.95,0
"22775",1797512,350300000000,2010-05-31 17:43:59,40.02,5
"22776",1797512,350100000000,2010-08-09 11:56:54,6.5,0
"22777",1797512,350200000000,2011-03-25 14:54:15,104.79,17
"22778",1797512,350100000000,2011-03-25 15:12:59,-22.88,0
"22779",1797512,350200000000,2011-03-25 15:24:24,5.68,0
"22780",1797512,350300000000,2011-04-19 11:20:07,18.65,3
"22781",1797512,350500000000,2012-03-24 16:09:21,115.26,19
"22782",1797512,350100000000,2012-03-29 17:46:00,2.99,0
"22783",1797512,350600000000,2012-03-30 17:22:36,30.23,5
"22784",1797538,390300000000,2010-04-21 15:38:14,168.87,24
"22785",1797538,390100000000,2010-04-23 16:49:23,-32.4,0
"22786",1797598,150300000000,2010-04-21 16:01:06,163.38,23
"22787",1797598,151500000000,2010-05-05 14:13:19,21.95,3
"22788",1797598,151500000000,2010-08-10 16:42:47,86.6,12
"22789",1797598,151500000000,2010-08-12 12:15:13,110,15
"22790",1797598,150600000000,2010-11-20 15:32:14,7.15,1
"22791",1797598,150200000000,2011-10-24 16:37:47,81.7,13
"22792",1797598,150600000000,2011-12-18 12:36:23,34.95,5
"22793",1797598,150600000000,2011-12-26 18:36:14,44.75,7
"22794",1797598,150600000000,2012-05-25 17:27:24,15.85,2
"22795",1797598,150600000000,2012-09-11 13:03:36,19.95,6
"22796",1797598,150600000000,2012-09-11 13:05:59,32,5
"22797",1797644,360100000000,2010-04-21 16:23:47,807.34,115
"22798",1797644,360100000000,2010-05-03 15:09:12,2.9,0
"22799",1797644,360100000000,2010-06-02 14:08:46,21.69,3
"22800",1797644,360100000000,2010-06-29 15:01:56,33.6,4
